doc_id,stock_code,issuer_name,publish_time,announcement_id,url,pdf_sha256,content_sha256,pdf_bytes,pdf_pages,selected_chars,queried_at,selection_policy
CNINFO-000408-1223955178,000408,藏格矿业,2025-06-23,1223955178,https://static.cninfo.com.cn/finalpage/2025-06-23/1223955178.PDF,260b797cebe03caff196e91dfcbe72a21fb3a949e462faaeab16c593f71e42bb,dc3dd9ddb2d212fa0449ae25d80e195393e9ff40a0e29d94a50c8acbeeeeeba5,458823,6,3527,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1223958965,000408,藏格矿业,2025-06-24,1223958965,https://static.cninfo.com.cn/finalpage/2025-06-24/1223958965.PDF,fa6bbefc503455d23dd89d672af2f1e7490abc6f2d1040436f01557b61004ddd,6490abf676e17b2bde2d9df69ec0a5ff7f9aa89effc862038a13a319853f8ab4,332821,2,1042,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002738-1224015569,002738,中矿资源,2025-06-28,1224015569,https://static.cninfo.com.cn/finalpage/2025-06-28/1224015569.PDF,29e748fd91964def1421620082fb7aede49a3b747d8f9b91618c035f07ed4838,f26c7d984fd204e656725745a7d20e83fc4050c0b95970213b01d165925ee809,558361,3,2058,2026-08-14T18:42:44+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224058406,002594,比亚迪,2025-07-02,1224058406,https://static.cninfo.com.cn/finalpage/2025-07-02/1224058406.PDF,900cfa21d46ce1fbf6dd6c6c4dd280bd0d4d7a8806ef76c2478ac8262a2145fc,90fbc451fd394bb8eb0451f6f7591a7a662988146e18a3238e8a750da5580c94,93990,2,1066,2026-08-14T18:42:57+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002460-1224068866,002460,赣锋锂业,2025-07-03,1224068866,https://static.cninfo.com.cn/finalpage/2025-07-03/1224068866.PDF,b11c66733c454af3df875949c099a5066997edf222aafad4bfbf03b55f53e8f2,e542aee059862e5d9f8fc1e5fd8ed5fd9abb804f691c521e0f89d4a85941bcac,277170,2,754,2026-08-14T18:42:08+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1224162516,000408,藏格矿业,2025-07-15,1224162516,https://static.cninfo.com.cn/finalpage/2025-07-15/1224162516.PDF,d6ce2ab9b8abe1bc4050f617cf493a36ccebcdfa12ddcb0578eab710e136bcf6,3cd32613b9e74f83f69d9b04e7da195076687ae99a5cd6edcddcacb0dcb8eaac,322567,2,830,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002176-1224163294,002176,江特电机,2025-07-15,1224163294,https://static.cninfo.com.cn/finalpage/2025-07-15/1224163294.PDF,2d608004c43d796ed28a93d0b5e6e07e8059006b7fb835e897ca4b6e2a271b9e,1c1496ffe5bd4c88cf6851b0f571c480ad799e20a6efefcfd69bf3169289d32b,283560,2,588,2026-08-14T18:42:37+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224164694,002240,盛新锂能,2025-07-15,1224164694,https://static.cninfo.com.cn/finalpage/2025-07-15/1224164694.PDF,b372a990484af4f7c7fe5b3bbcbbdcfc94d34becdca8758149ed785a79f3b448,671236e97893afac7554395d02fd8123460aab97245d7ef6617e43f80e63a924,356567,2,718,2026-08-14T18:42:20+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002460-1224164382,002460,赣锋锂业,2025-07-15,1224164382,https://static.cninfo.com.cn/finalpage/2025-07-15/1224164382.PDF,571c7172fec6cb1d24badbeb828b628265c6b8554b545cb663af9415153598eb,ec93ecc37e2b6ddc1a32bf5008d05fc52677f2ee8143272c0ae1e1cc6731120b,441044,2,971,2026-08-14T18:42:08+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002466-1224164259,002466,天齐锂业,2025-07-15,1224164259,https://static.cninfo.com.cn/finalpage/2025-07-15/1224164259.PDF,b5b1afe883e2a33aa0364c3aeac25567868ce2db0cc7f49103a9496081c36fd7,c65edcee1b613bcc5bc170f461194f5a3d5a12fade0748c221f20f149790fe95,479510,3,1809,2026-08-14T18:42:13+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002738-1224163658,002738,中矿资源,2025-07-15,1224163658,https://static.cninfo.com.cn/finalpage/2025-07-15/1224163658.PDF,cf1da750374972d1e2bc1b30e77b04733cf545cbeeca4e3b384ad8314b4345f8,8f8c7a98bf09608d5e595c2413656ad2b2429db1d1d50ff821c1f14b8ac5773d,582117,2,1100,2026-08-14T18:42:44+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1224198116,000408,藏格矿业,2025-07-17,1224198116,https://static.cninfo.com.cn/finalpage/2025-07-17/1224198116.PDF,d14003b0a85b47cedc93cc0c0c2ddcc67e1d7b91e397bbed2c4aff0ca0f2fcef,4311a0d7414ead368854488ed09fd6dbae475af1c8f09535ec895ba7a9f70ac4,318549,2,889,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002176-1224236733,002176,江特电机,2025-07-22,1224236733,https://static.cninfo.com.cn/finalpage/2025-07-22/1224236733.PDF,312014fe46feeb82cc9df614bae535d4cbc772da4d0012cee2ecebf47b49525e,27e744ef579831d25c10d725947109e6f33e69f5a4bc7383bc972db7383b7617,284027,1,673,2026-08-14T18:42:37+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224368797,002594,比亚迪,2025-08-02,1224368797,https://static.cninfo.com.cn/finalpage/2025-08-02/1224368797.PDF,27c7158b6b944ff1fe672be6358debbd1d5e0bba545312906b8f62a3d32aac98,c2696048819f37fe37b1394cedccbff1ea087526864763b0cdb723e0c04df197,93728,2,1068,2026-08-14T18:42:58+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224632702,002594,比亚迪,2025-09-02,1224632702,https://static.cninfo.com.cn/finalpage/2025-09-02/1224632702.PDF,40ae28e3d7f5c6e33c9acf4ffb10a300942d70100d897810bf0e835681dd2897,bc38adcdd73ce213b3feeca279f84dc11e974690d44dc71443bd4b38e292052b,53404,2,1072,2026-08-14T18:42:58+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-300390-1224658106,300390,天华新能,2025-09-13,1224658106,https://static.cninfo.com.cn/finalpage/2025-09-13/1224658106.PDF,ed6e4d7e98e7eef41d5b9da3361e2d28084f7a864ce6e6cc840eed3f3976c726,75d2a99b4e0cf0a14bed16987561bbe9c395037026c0cc5517ab25b5905232fa,176078,7,4568,2026-08-14T18:42:40+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224674863,002240,盛新锂能,2025-09-23,1224674863,https://static.cninfo.com.cn/finalpage/2025-09-23/1224674863.PDF,c9a2e1d881be63972af9a4237bc7a6c8e7cda79b868a62a86bbba01d31533be0,e8f429b78db325532030b19ad8b746ac33298a78007de5e29c0e366228477f43,432024,22,6221,2026-08-14T18:42:20+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000762-1224680350,000762,西藏矿业,2025-09-26,1224680350,https://static.cninfo.com.cn/finalpage/2025-09-26/1224680350.PDF,428e6c5f788cd24653b4c12239c9480188ff449cac04877846faec94a66f7081,e174a03df4c66ee0c373cf17f4dc0e37b9c735b7b77d5c387a4965741cc5e36f,143042,1,589,2026-08-14T18:42:48+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000792-1224684751,000792,盐湖股份,2025-09-29,1224684751,https://static.cninfo.com.cn/finalpage/2025-09-29/1224684751.PDF,cfef63149c5facf2bc4f1f73ad6e6b0bfc803ab6f48cee213258721f93bf1c7d,aace2da3e80bcc5844bc8750751b806c7bc6c89a9e1664bc592ad2b0d1663d71,81748,1,483,2026-08-14T18:42:31+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224697528,002594,比亚迪,2025-10-09,1224697528,https://static.cninfo.com.cn/finalpage/2025-10-09/1224697528.PDF,b9ddfb04903283ad2901a7c4511b6d89034725d438da5a30a935326926f891f5,0d6547de1296e5e2d86cd1ecb9342df7759e67212ff875d12e4eb311fef014ec,53402,2,1075,2026-08-14T18:42:58+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1224705558,000408,藏格矿业,2025-10-10,1224705558,https://static.cninfo.com.cn/finalpage/2025-10-10/1224705558.pdf,69e556a529bc2098777caa554d9a39879e90f4e3b8c405a8d86b78946406e1a6,c24c93f00bc12b7457e46d3660d1610c5ff9bca69fb31c80872e2f8cfd7f5535,203976,2,1070,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1224709769,000408,藏格矿业,2025-10-14,1224709769,https://static.cninfo.com.cn/finalpage/2025-10-14/1224709769.PDF,c9b79dad275929231a50289fd01add5484bafe39ec6d92d3adffae5057c8566a,6ca8e336be25412f55fb7c18d24af58afb0e637a88fb9bd94c638abad74b401f,101386,2,1208,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000792-1224708917,000792,盐湖股份,2025-10-14,1224708917,https://static.cninfo.com.cn/finalpage/2025-10-14/1224708917.PDF,75628362bab2894916ed60d6fc915c090e6b5a958a8d4ef1dde0c44a6e6bad58,20dbc0cc9eb339011000771fdf7ad7ce718baf5ea943ed7eea5b8359fa38d905,93729,2,1236,2026-08-14T18:42:31+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002466-1224717739,002466,天齐锂业,2025-10-18,1224717739,https://static.cninfo.com.cn/finalpage/2025-10-18/1224717739.PDF,17c5362905c1222a3038a7446cc9c4bb7c2fd648ed95bdea59c3ac3c14e66fce,ccf9e7045ca5631bf33bf7ac8200e463df3ed39ad7ac3ede14e1e97eba32f0cb,114183,2,1534,2026-08-14T18:42:14+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-300390-1224736852,300390,天华新能,2025-10-25,1224736852,https://static.cninfo.com.cn/finalpage/2025-10-25/1224736852.PDF,b7df8b42da874f7006efa38ca86b16e678152d5adaeda659cba41c732e6179db,db3365d5bcbe63f70e2dcd248f1ee0204472e1fdff487530405b7d253c5617a8,89059,1,485,2026-08-14T18:42:40+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002460-1224755096,002460,赣锋锂业,2025-10-29,1224755096,https://static.cninfo.com.cn/finalpage/2025-10-29/1224755096.PDF,934b626ace59b3b2eb8a735464018d5bc7f72383466af3aad16dc274f4afbbc4,9364bfb523c2ce0c5537b38cecf1120d66b40e1c1788679c061aac808319df84,172832,7,4181,2026-08-14T18:42:09+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224781544,002240,盛新锂能,2025-11-01,1224781544,https://static.cninfo.com.cn/finalpage/2025-11-01/1224781544.PDF,86502318e844760657afa87fd4c52ba33119d159fff0cb29c572b796eab698b0,f0db61a5c8bf8f0f45354f8b0aaa2692b5f166f517be23565e6ffc4f85b9609d,425491,28,5989,2026-08-14T18:42:20+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224781922,002594,比亚迪,2025-11-03,1224781922,https://static.cninfo.com.cn/finalpage/2025-11-03/1224781922.PDF,d935305954615fd6638fdb5795cdaa417608d8cbd297d6e2d311637e1b58e434,04fdbcfc37c9e90bd1833ca76a24f68f28d2f9a8ee50d9ced05aa11dad3c8af9,53476,2,1078,2026-08-14T18:42:58+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002460-1224795440,002460,赣锋锂业,2025-11-11,1224795440,https://static.cninfo.com.cn/finalpage/2025-11-11/1224795440.PDF,59ee73c1996db0ec9904f98616c7a333b40676e68ad81cccc974ccd6f50d18b9,1f47dbd4a977e687985c7c59f3f8a6bca034889bb4d8aab07139eaf573d53057,155946,3,1693,2026-08-14T18:42:09+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002176-1224806565,002176,江特电机,2025-11-15,1224806565,https://static.cninfo.com.cn/finalpage/2025-11-15/1224806565.PDF,72d4eb10ba99611b1ef68314907fc9bc8a62229702b0d0b5c3111bdc0adbea36,b7c646b2d5a387616bb47efbc9a92264ca8f579049906c10db31e14724628f4a,147965,4,2237,2026-08-14T18:42:37+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224812521,002240,盛新锂能,2025-11-19,1224812521,https://static.cninfo.com.cn/finalpage/2025-11-19/1224812521.PDF,16ff86b89b25a511ad1ba44a5755ace42402ccf018178f5afd8b5ed1e775521f,19d05528a02a7ce332494dfa3a1c3794db2c6fef6c7d869522dd135a812af74c,162621,5,3716,2026-08-14T18:42:20+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002594-1224841562,002594,比亚迪,2025-12-02,1224841562,https://static.cninfo.com.cn/finalpage/2025-12-02/1224841562.PDF,217a3c9b4c8e26818cc656890f63fbe46112cfe53d274e2b6e76a4e70b99381a,7179b607edc708a2de4d1500dcd8af102443d58962b2bda2c02a2d6b2a1312c3,53454,2,1079,2026-08-14T18:42:58+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002466-1224858142,002466,天齐锂业,2025-12-09,1224858142,https://static.cninfo.com.cn/finalpage/2025-12-09/1224858142.PDF,cde6f7f22edeeeb36fda5f819293f37fcc54590995c3277da4d0e94f49c33d9a,b807f414deb09877af789419c497b3e6033c93b7ed2ff0fd626e51edf02535ee,88243,1,512,2026-08-14T18:42:14+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-300390-1224862955,300390,天华新能,2025-12-10,1224862955,https://static.cninfo.com.cn/finalpage/2025-12-10/1224862955.PDF,1e2490f6f9fdd6259ef24e143404aee897f966e5b1595333d71632387f7c2136,90ed9d99dd155a89f4f603cfb5f8d3a95e75d7de3a8e4c25ac81f1abce4c0fbc,136127,5,3254,2026-08-14T18:42:40+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000408-1224882118,000408,藏格矿业,2025-12-17,1224882118,https://static.cninfo.com.cn/finalpage/2025-12-17/1224882118.PDF,5940dabc0d63e1cd7590157a4cb89751661d96e85719d58692951ff11bab99d4,1d4689a69d891056d1130d092f48e2b6c9d1778619f1f5a019c6173b7a18586c,168424,9,6007,2026-08-14T18:42:34+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002176-1224880823,002176,江特电机,2025-12-17,1224880823,https://static.cninfo.com.cn/finalpage/2025-12-17/1224880823.PDF,d8a87521fe337c076aaf24034630cb6485eafd1f850821abcff6396e29614830,bbedee88333b453e9dc1feff8eceeea8d6b9dac1563badd0e1caa6835162eed0,129394,2,1025,2026-08-14T18:42:37+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224888567,002240,盛新锂能,2025-12-20,1224888567,https://static.cninfo.com.cn/finalpage/2025-12-20/1224888567.PDF,69487e559ad58c812737d8b8dd67c1732c96877d1d9923c9123342a46cb157c9,e3ccec7d930211db98fd51f97a3c28fb7230535e58df4fe80fc8ba73472dc843,241666,6,3914,2026-08-14T18:42:20+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002466-1224887213,002466,天齐锂业,2025-12-20,1224887213,https://static.cninfo.com.cn/finalpage/2025-12-20/1224887213.PDF,b3fa23be075abed97bfd9d296571bb541884fb1859953bcbdf9dd3e1ab6d8e2f,04749b0931ed5f399526570ae86b407dd5df2226c6e76f687deaf93783f61002,108107,2,1093,2026-08-14T18:42:15+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-300390-1224893767,300390,天华新能,2025-12-23,1224893767,https://static.cninfo.com.cn/finalpage/2025-12-23/1224893767.PDF,4cc43a829c07ce7ac98db6df71932710daf97f6f529a9cac8850e9cccd79a217,49b832d2cf7b559d7571742646ce2720b98d9930b387a8adf765ba8fcba857f8,89024,1,596,2026-08-14T18:42:40+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002738-1224893161,002738,中矿资源,2025-12-24,1224893161,https://static.cninfo.com.cn/finalpage/2025-12-24/1224893161.PDF,e9b0ec7deada082c1c06ae6e959729b40d0e95b0439c24fe3b8b6df3c602279d,faf0a08cfa18f2fb1b64e08a93ce1e6cc1f55eb4d41744e10646b259036ccab4,105213,1,653,2026-08-14T18:42:44+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002176-1224896476,002176,江特电机,2025-12-25,1224896476,https://static.cninfo.com.cn/finalpage/2025-12-25/1224896476.PDF,1bde368ef4b785961960f147163ce61873d021cef43093223a3525998be0255c,4e6a36afe2e9095ca943f8e609386ee5586ba28cd10d0783b0660d1aee72967e,102769,2,836,2026-08-14T18:42:37+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002466-1224904358,002466,天齐锂业,2025-12-30,1224904358,https://static.cninfo.com.cn/finalpage/2025-12-30/1224904358.PDF,66bd569e9fa317dd3e9de6b58c0464848301a9134bbfac42edc17df6618faa0e,92d96a65d5c1de3366fbcdb9c93243bec1df4d08bc6ffbf6206bb3b150add0ee,177078,5,4713,2026-08-14T18:42:15+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000792-1224910262,000792,盐湖股份,2025-12-31,1224910262,https://static.cninfo.com.cn/finalpage/2025-12-31/1224910262.PDF,a8cecb4c820fc668a46c30b2ff4afd62a1a03bbfaa4e7cbece8638c70396243a,6f80b81515bb70ff72c6ac90818598ff52e9c405705bf202e00eba2bc7d8b954,199173,13,6275,2026-08-14T18:42:31+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-000792-1224913914,000792,盐湖股份,2025-12-31,1224913914,https://static.cninfo.com.cn/finalpage/2025-12-31/1224913914.PDF,54dc6904746033aad1bff6662cf680faec8c12a5c273834d653b0f36fe2c9023,3fb136e64dd68ce3b6f0415bd6b62e0fa157afd3a157f43fac85645714e24696,123420,2,976,2026-08-14T18:42:31+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-002240-1224910270,002240,盛新锂能,2025-12-31,1224910270,https://static.cninfo.com.cn/finalpage/2025-12-31/1224910270.PDF,eb86fc8ae4ee98dd03990cfb9f62a7259a18829db2b6952027d46fa44c542151,bbf7829d73530bd6f1d3a6d4b0c688516d06cdd08893760eb7767d7f3f2b317e,376566,17,6233,2026-08-14T18:42:21+08:00,issuer_title_and_document_relevance_without_market_returns
CNINFO-300390-1224913939,300390,天华新能,2025-12-31,1224913939,https://static.cninfo.com.cn/finalpage/2025-12-31/1224913939.PDF,4d4c4af1abf50ab363ed97e58f459241f55e62e81979a96fb3c54430bb616fac,7f8240e1c01c9f4c5cd8874b39c7ab0e41519f00f1d557e1ef004a07d81e6eae,101262,2,884,2026-08-14T18:42:40+08:00,issuer_title_and_document_relevance_without_market_returns
